country_code,country_language,country,state,state_code,district,district_code,sub_district,sub_district_code,village_name,village_code,census_code,region,language,pincode,risk_category
IN,Hindi,India,RAJASTHAN,08,JHUJHUNU,103,NAWALGARH,0491,GUSAIYON KI DHANI,071631,081030491071631,North,Rajasthani,333305,A
IN,Hindi,India,RAJASTHAN,08,ALWAR,104,THANAGAZI,0501,GUWARA BHAGWAN,073203,081040501073203,North,Rajasthani,301027,A
IN,Hindi,India,RAJASTHAN,08,ALWAR,104,MANDAWAR,0494,HADA HERI,072015,081040494072015,North,Rajasthani,301407,A
IN,Hindi,India,RAJASTHAN,08,KARAULI,107,KARAULI,0523,HAKIMPURA,076674,081070523076674,North,Rajasthani,322241,A
IN,Hindi,India,RAJASTHAN,08,NAGAUR,112,JAYAL,0559,CHHAWATA KALAN,082762,081120559082762,North,Rajasthani,341027,A
IN,Hindi,India,RAJASTHAN,08,JAIPUR,110,VIRATNAGAR,0539,CHHEETOLI,079171,081100539079171,North,Rajasthani,303102,A
IN,Hindi,India,RAJASTHAN,08,BARAN,128,SHAHBAD,0675,CHHIPOL,103183,081280675103183,North,Rajasthani,325217,A
IN,Hindi,India,RAJASTHAN,08,RAJSAMAND,123,NATHDWARA,0645,CHHOTA BHANUJA,097259,081230645097259,North,Rajasthani,313321,A
IN,Hindi,India,RAJASTHAN,08,JHUJHUNU,103,CHIRAWA,0488,BAS KALANA,071265,081030488071265,North,Rajasthani,333026,A
IN,Hindi,India,RAJASTHAN,08,BIKANER,101,LUNKARANSAR,0475,BAS KARNISAR,069335,081010475069335,North,Rajasthani,334603,A
IN,Hindi,India,RAJASTHAN,08,ALWAR,104,BEHROR,0493,BASAI,071863,081040493071863,North,Rajasthani,301701,A
IN,Hindi,India,RAJASTHAN,08,ALWAR,104,TIJARA,0496,BASAI,072278,081040496072278,North,Rajasthani,301707,A
IN,Hindi,India,RAJASTHAN,08,DHOLPUR,106,DHAULPUR,0518,BASAI NEEM,076058,081060518076058,North,Rajasthani,328001,A
IN,Hindi,India,RAJASTHAN,08,JAISALMER,114,JAISALMER,0574,BASANPEER,086113,081140574086113,North,Rajasthani,345001,A
IN,Hindi,India,RAJASTHAN,08,JAISALMER,114,JAISALMER,0574,ABHAINAGAR,086175,081140574086175,North,Rajasthani,345001,A
IN,Hindi,India,RAJASTHAN,08,JHALAWAR,129,JHALRAPATAN,0679,SEMLI KALAN,104217,081290679104217,North,Rajasthani,326023,A
IN,Hindi,India,RAJASTHAN,08,BHARATPUR,105,BHARATPUR,0511,SENTHRA,074733,081050511074733,North,Rajasthani,321025,A
IN,Hindi,India,RAJASTHAN,08,JHALAWAR,129,MANOHAR THANA,0681,BANJARI,104796,081290681104796,North,Rajasthani,326033,A
IN,Hindi,India,RAJASTHAN,08,AJMER,119,PEESANGAN,0608,SETHAN,091647,081190608091647,North,Rajasthani,305204,A
IN,Hindi,India,RAJASTHAN,08,SAWAI MADHOPUR,108,CHAUTH KA BARWARA,0530,BANJARI,077597,081080530077597,North,Rajasthani,322702,A
IN,Hindi,India,RAJASTHAN,08,SIKAR,111,SIKAR,0553,SEWAD BARI,081528,081110553081528,North,Rajasthani,332041,A
IN,Hindi,India,RAJASTHAN,08,JODHPUR,113,LUNI,0572,SEWALA,085599,081130572085599,North,Rajasthani,342014,A
IN,Hindi,India,RAJASTHAN,08,PALI,118,BALI,0605,SARKHEJRA,091272,081180605091272,North,Rajasthani,306115,A
IN,Hindi,India,RAJASTHAN,08,BARMER,115,BARMER,0582,SARLI,088417,081150582088417,North,Rajasthani,344703,A
IN,Hindi,India,RAJASTHAN,08,BARMER,115,GUDHA MALANI,0581,SARNON KA TALA,087850,081150581087850,North,Rajasthani,344033,A
IN,Hindi,India,RAJASTHAN,08,BHILWARA,122,JAHAZPUR,0636,SARSIYA,095950,081220636095950,North,Rajasthani,311201,A
IN,Hindi,India,RAJASTHAN,08,AJMER,119,SARWAR,0613,SARSOONDA,092348,081190613092348,North,Rajasthani,305412,A
IN,Hindi,India,RAJASTHAN,08,RAJSAMAND,123,NATHDWARA,0645,SARSUNIYA,097367,081230645097367,North,Rajasthani,313301,A
IN,Hindi,India,RAJASTHAN,08,UDAIPUR,130,SARADA,0693,SASEI,107431,081300693107431,North,Rajasthani,313902,A
IN,Hindi,India,RAJASTHAN,08,BHARATPUR,105,BHARATPUR,0511,SEWAR KHURD,074694,081050511074694,North,Rajasthani,321303,A
IN,Hindi,India,RAJASTHAN,08,JAISALMER,114,POKARAN,0575,SEWDA,086227,081140575086227,North,Rajasthani,345028,A
